"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Ratio","SHR Measure Score","SHR Reason for No Score (See Footnotes File)","State Average SHR Measure Score","National Average SHR Measure Score"
"DaVita Silver Lake Dialysis","552659","-","2723 W. TEMPLE ST","Los Angeles","CA","90026","Network 18","Standardized Hospitalization Ratio","151.23","2","-","4","3"
"DaVita Silver Spring Dialysis","212593","-","8040 GEORGIA AVE","SILVER SPRING","MD","20910","Network 5","Standardized Hospitalization Ratio","132.87","4","-","6","3"
"DaVita Silver Springs Shores Dialysis","682530","-","9310 SPRING RD","OCALA","FL","34472","Network 7","Standardized Hospitalization Ratio","238.20","0","-","2","3"
"DaVita Silverton Dialysis","362633","-","6929 SILVERTON AVENUE","CINCINNATI","OH","45236","Network 9","Standardized Hospitalization Ratio","124.82","5","-","3","3"
"DaVita Simi Valley Dialysis","052638","-","970 ENCHANTED WAY","Simi Valley","CA","93065","Network 18","Standardized Hospitalization Ratio","123.80","5","-","4","3"
"DaVita Singelton Farms Dialysis","442753","-","4031 AUSTIN PEAY HWY","MEMPHIS","TN","38128","Network 8","Standardized Hospitalization Ratio","156.44","2","-","3","3"
"DaVita Singing River Dialysis","252516","-","4907 TELEPHONE RD","PASCAGOULA","MS","39567","Network 8","Standardized Hospitalization Ratio","172.17","0","-","4","3"
"DaVita Sioux Falls Community Dialysis","432503","-","2326 W 69TH ST","SIOUX FALLS","SD","57108","Network 11","Standardized Hospitalization Ratio","182.91","0","-","6","3"
"DaVita Siskiyou Dialysis","382583","-","50 ROSSANLEY DR","Medford","OR","97501","Network 16","Standardized Hospitalization Ratio","179.65","0","-","5","3"
"DaVita Skyline Home Dialysis","142560","-","7009 W. BELMONT AVE.","CHICAGO","IL","60634","Network 10","Standardized Hospitalization Ratio","No Rate","No Score","13","3","3"
"DaVita Slidell Kidney Care","192556","-","662 ROBERT BLVD","SLIDELL","LA","70458","Network 13","Standardized Hospitalization Ratio","186.66","0","-","4","3"
"DaVita Smoky Mountain Dialysis","342649","-","1611 ANDREWS RD","MURPHY","NC","28906","Network 6","Standardized Hospitalization Ratio","103.91","8","-","4","3"
"DaVita Smyrna Dialysis","442671","-","537 STONECREST PKWY","SMYRNA","TN","37167","Network 8","Standardized Hospitalization Ratio","170.24","0","-","3","3"
"DaVita Snapfinger Dialysis","112646","-","5255 SNAPFINGER PARK DRIVE SUITE 115","DECATUR","GA","30035","Network 6","Standardized Hospitalization Ratio","120.75","6","-","3","3"
"DaVita Snellville Dialysis","112806","-","2135 MAIN STREET EAST","SNELLVILLE","GA","30078","Network 6","Standardized Hospitalization Ratio","189.00","0","-","3","3"
"DaVita Soco Dialysis","492688","-","1384 ARMORY DRIVE","FRANKLIN","VA","23851","Network 5","Standardized Hospitalization Ratio","125.33","5","-","4","3"
"DaVita Socorro Dialysis","672842","-","10697 N. LOOP DR.","SOCORRO","TX","79927","Network 14","Standardized Hospitalization Ratio","155.84","2","-","2","3"
"DaVita Soledad Dialysis Center","052892","-","901 LOS COCHES DRIVE","SOLEDAD","CA","93960","Network 17","Standardized Hospitalization Ratio","148.87","3","-","4","3"
"DaVita Somerset County Dialysis","392778","-","1488 NORTH CENTER AVENUE","Somerset","PA","15501","Network 4","Standardized Hospitalization Ratio","152.87","2","-","3","3"
"DaVita Somerset Dialysis Center","312574","-","240 CHURCHILL AVENUE","SOMERSET","NJ","08873","Network 3","Standardized Hospitalization Ratio","149.71","2","-","3","3"
"DaVita Sooner Dialysis","372562","-","1561 N PORTER AVE","NORMAN","OK","73071","Network 13","Standardized Hospitalization Ratio","178.49","0","-","2","3"
"DaVita Sorensen Park Dialysis","282514","-","6212 N 73RD PLAZA #100","OMAHA","NE","68134","Network 12","Standardized Hospitalization Ratio","237.28","0","-","3","3"
"DaVita Soundview Dialysis Center","332590","-","1109 ROSEDALE AVE","BRONX","NY","10472","Network 2","Standardized Hospitalization Ratio","143.77","3","-","2","3"
"DaVita South Arkansas Dialysis","042536","-","620 W GROVE ST","EL DORADO","AR","71730","Network 13","Standardized Hospitalization Ratio","92.33","9","-","4","3"
"DaVita South Austin Dialysis Center","452892","-","6114 SOUTH 1ST STREET","AUSTIN","TX","78745","Network 14","Standardized Hospitalization Ratio","163.18","1","-","2","3"
"DaVita South Beach Dialysis","102718","-","1711 ALTON ROAD","MIAMI BEACH","FL","33139","Network 7","Standardized Hospitalization Ratio","205.88","0","-","2","3"
"DaVita South Bend West Dialysis","152659","-","5660 NIMTZ PKWY","SOUTH BEND","IN","46628","Network 9","Standardized Hospitalization Ratio","100.90","8","-","4","3"
"DaVita South Broad Street Dialysis","392753","-","1172 S BROAD STREET","Philadelphia","PA","19146","Network 4","Standardized Hospitalization Ratio","159.52","1","-","3","3"
"DaVita South Bronx Dialysis Center","332506","-","1940 WEBSTER AVENUE","BRONX","NY","10457","Network 2","Standardized Hospitalization Ratio","161.66","1","-","2","3"
"DaVita South Brooklyn Nephrology Center","332516","-","3915 AVENUE V, SUITE 104","BROOKLYN","NY","11234","Network 2","Standardized Hospitalization Ratio","136.90","4","-","2","3"
"DaVita South Broward Artificial Kidney Center","102504","-","4401 HOLLYWOOD BLVD","HOLLYWOOD","FL","33021","Network 7","Standardized Hospitalization Ratio","223.10","0","-","2","3"
"DaVita South Charlotte Dialysis","342523","-","10504 PARK RD","CHARLOTTE","NC","28210","Network 6","Standardized Hospitalization Ratio","119.70","6","-","4","3"
"DaVita South Chico Dialysis Center","552530","-","2345 FOREST AVENUE","CHICO","CA","95928","Network 17","Standardized Hospitalization Ratio","158.89","1","-","4","3"
"DaVita South City Dialysis","262654","-","3740 S JEFFERSON AVE","SAINT LOUIS","MO","63118","Network 12","Standardized Hospitalization Ratio","171.50","3","-","2","3"
"DaVita South County Dialysis","262574","-","4145 UNION ROAD","SAINT LOUIS","MO","63129","Network 12","Standardized Hospitalization Ratio","122.15","6","-","2","3"
"DaVita Southcrest Dialysis","372567","-","10921 EAST 81ST ST","TULSA","OK","74133","Network 13","Standardized Hospitalization Ratio","158.95","1","-","2","3"
"DaVita Southcross Dialysis Center","672519","-","4602 E. SOUTHCROSS BLVD","SAN ANTONIO","TX","78222","Network 14","Standardized Hospitalization Ratio","123.67","5","-","2","3"
"DaVita South Dade Kidney Center","682508","-","11040 SW 184 STREET","CUTLER BAY","FL","33157","Network 7","Standardized Hospitalization Ratio","276.34","0","-","2","3"
"DaVita South Dean Dialysis","312697","-","100 WEST FOREST AVENUE","Englewood","NJ","07631","Network 3","Standardized Hospitalization Ratio","136.88","7","-","3","3"
"DAVITA SOUTH EDISON","312714","-","561 ROUTE 1","EDISON","NJ","08817","Network 3","Standardized Hospitalization Ratio","154.58","2","-","3","3"
"DaVita Southern Crescent Dialysis Center","112771","-","275 UPPER RIVERDALE RD SW STE B","RIVERDALE","GA","30274","Network 6","Standardized Hospitalization Ratio","251.23","0","-","3","3"
"DaVita Southern Hills Dialysis Center","292521","-","9280 W SUNSET RD STE 110","LAS VEGAS","NV","89148","Network 15","Standardized Hospitalization Ratio","174.96","0","-","2","3"
"DaVita Southern Pines Dialysis Center","342638","-","209 WINDSTAR PLACE","SOUTHERN PINES","NC","28387","Network 6","Standardized Hospitalization Ratio","94.57","9","-","4","3"
"DaVita Southfield Dialysis","672833","-","11600 BROADWAY STREET","PEARLAND","TX","77584","Network 14","Standardized Hospitalization Ratio","166.66","1","-","2","3"
"DaVita Southfield West Dialysis","232604","-","21900 MELROSE AVE","SOUTHFIELD","MI","48075","Network 11","Standardized Hospitalization Ratio","170.83","1","-","3","3"
"DaVita South Florida Dialysis","102680","-","1 OAKWOOD BLVD #100","HOLLYWOOD","FL","33020","Network 7","Standardized Hospitalization Ratio","209.49","0","-","2","3"
"DaVita South Fulton Home Training","112880","-","1275 E CLEVELAND AVE","ATLANTA","GA","30344","Network 6","Standardized Hospitalization Ratio","173.77","4","-","3","3"
"DaVita Southgate Dialysis","232535","-","14752 NORTHLINE RD","SOUTHGATE","MI","48195","Network 11","Standardized Hospitalization Ratio","197.62","0","-","3","3"
"DaVita South Gate Dialysis","552821","-","9848 ATLANTIC AVENUE","SOUTH GATE","CA","90280","Network 18","Standardized Hospitalization Ratio","138.34","4","-","4","3"
"DaVita South Hayward Dialysis","052845","-","254 JACKSON STREET","HAYWARD","CA","94544","Network 17","Standardized Hospitalization Ratio","157.78","3","-","4","3"
"DaVita South Holland Renal Center","142544","-","16110 LASALLE STREET","SOUTH HOLLAND","IL","60473","Network 10","Standardized Hospitalization Ratio","128.81","5","-","3","3"
"DaVita South Jackson Dialysis","442714","-","46 HARTS BRIDGE ROAD","JACKSON","TN","38301","Network 8","Standardized Hospitalization Ratio","136.12","4","-","3","3"
"DAVITA SOUTH JERSEY DIALYSIS","312716","-","5261 MARLTON PIKE STE A","PENNSAUKEN","NJ","08109","Network 3","Standardized Hospitalization Ratio","149.29","2","-","3","3"
"DaVita Southland at Home","362509","-","3401 GLENDALE AVE","TOLEDO","OH","43614","Network 9","Standardized Hospitalization Ratio","190.20","0","-","3","3"
"DaVita South Las Vegas Dialysis Center","292512","-","2250 S RANCHO DR STE 115","LAS VEGAS","NV","89102","Network 15","Standardized Hospitalization Ratio","169.26","0","-","2","3"
"DaVita South Little Rock Dialysis","042590","-","6115 BASELINE RD","LITTLE ROCK","AR","72209","Network 13","Standardized Hospitalization Ratio","209.42","0","-","4","3"
"DaVita South Meadows Dialysis Center","292526","-","10085 DOUBLE R BLVD STE 160","RENO","NV","89521","Network 15","Standardized Hospitalization Ratio","183.29","0","-","2","3"
"DaVita South Norwalk Dialysis","072521","-","666 WEST AVENUE","Norwalk","CT","06850","Network 1","Standardized Hospitalization Ratio","167.56","0","-","3","3"
"DaVita South Philadelphia Dialysis Center","392556","-","109 DICKINSON STREET","Philadelphia","PA","19147","Network 4","Standardized Hospitalization Ratio","136.93","4","-","3","3"
"DaVita Southpoint Dialysis","342683","-","415 W NC HIGHWAY 54","DURHAM","NC","27713","Network 6","Standardized Hospitalization Ratio","77.19","10","-","4","3"
"DaVita Southport Dialysis Center","342669","-","1513 N HOWE ST STE # 15","SOUTHPORT","NC","28461","Network 6","Standardized Hospitalization Ratio","135.70","4","-","4","3"
"DaVita South Ridge Dialysis","522543","-","7740 W LAYTON AVE","GREENFIELD","WI","53220","Network 11","Standardized Hospitalization Ratio","174.42","0","-","4","3"
"DaVita South Sacramento Dialysis Center","052569","-","8275 BRUCEVILLE RD.","Sacramento","CA","95823","Network 17","Standardized Hospitalization Ratio","150.33","2","-","4","3"
"DaVita South San Antonio Dialysis Center","452747","-","1313 SE MILITARY DR","SAN ANTONIO","TX","78214","Network 14","Standardized Hospitalization Ratio","126.87","5","-","2","3"
"DaVita South San Francisco at Home (PD)","552716","-","74 CAMARITAS AVE","SOUTH SAN FRANCISCO","CA","94080","Network 17","Standardized Hospitalization Ratio","153.85","2","-","4","3"
"DaVita South Shore Dialysis Center","672522","-","212 GULF FWY S","LEAGUE CITY","TX","77573","Network 14","Standardized Hospitalization Ratio","211.02","0","-","2","3"
"DaVita Southside Dialysis","742527","-","6018 PARKWAY DR","CORPUS CHRISTI","TX","78414","Network 14","Standardized Hospitalization Ratio","120.76","6","-","2","3"
"DaVita Southstar Adamsville Dialysis","112790","-","3651 BAKERS FERRY RD SW","ATLANTA","GA","30331","Network 6","Standardized Hospitalization Ratio","128.29","5","-","3","3"
"DaVita Southtowns Dialysis","332679","-","4910 CAMP ROAD, SUITE 100","HAMBURG","NY","14075","Network 2","Standardized Hospitalization Ratio","123.94","5","-","2","3"
"DaVita South Valley Dialysis","052744","-","17815 VENTURA BLVD., SUITE 100","Encino","CA","91316","Network 18","Standardized Hospitalization Ratio","168.27","0","-","4","3"
"DaVita Southwest Arkansas Dialysis","042545","-","405 N FREDERICK","MAGNOLIA","AR","71753","Network 13","Standardized Hospitalization Ratio","111.55","7","-","4","3"
"DaVita Southwest Atlanta Dialysis Center","112523","-","3620 MARTIN LUTHER KING JR DRIVE SW","ATLANTA","GA","30331","Network 6","Standardized Hospitalization Ratio","153.45","2","-","3","3"
"DaVita Southwest Atlanta Home Training","852501","-","3201 ATLANTA INDUSTRIAL PARKWAY NORTHWEST","ATLANTA","GA","30331","Network 6","Standardized Hospitalization Ratio","186.48","0","-","3","3"
"DaVita South West Denver Dialysis","062572","-","8601 W CROSS DR","LITTLETON","CO","80123","Network 15","Standardized Hospitalization Ratio","118.17","7","-","6","3"
"DaVita Southwest Ohio Dialysis","362594","-","215 SOUTH ALLISON AVENUE","XENIA","OH","45385","Network 9","Standardized Hospitalization Ratio","112.80","7","-","3","3"
"DaVita Southwest San Antonio Dialysis","452605","-","1620 SOMERSET RD","SAN ANTONIO","TX","78211","Network 14","Standardized Hospitalization Ratio","157.28","2","-","2","3"
"DaVita Southwest San Antonio Dialysis Center","452571","-","7515 BARLITE BLVD","SAN ANTONIO","TX","78224","Network 14","Standardized Hospitalization Ratio","175.04","0","-","2","3"
"DaVita South Yuma Dialysis","032556","-","7179 E 31ST PL","YUMA","AZ","85365","Network 15","Standardized Hospitalization Ratio","113.14","7","-","3","3"
"DaVita Sparks Dialysis Center","292505","-","777 VISTA BLVD","SPARKS","NV","89434","Network 15","Standardized Hospitalization Ratio","144.78","3","-","2","3"
"DaVita Sparta Dialysis","442708","-","150 SAM WALTON DR","SPARTA","TN","38583","Network 8","Standardized Hospitalization Ratio","135.27","4","-","3","3"
"DaVita Spartan Dialysis","232706","-","4530 S HAGADORN RD STE A","EAST LANSING","MI","48823","Network 11","Standardized Hospitalization Ratio","87.08","10","-","3","3"
"DaVita Speedway Dialysis","152700","-","2636 W. MICHIGAN ST.","Indianapolis","IN","46222","Network 9","Standardized Hospitalization Ratio","147.78","3","-","4","3"
"DaVita Spencer Dialysis","342730","-","1287 N.  SALISBURY AVENUE","SPENCER","NC","28159","Network 6","Standardized Hospitalization Ratio","169.14","0","-","4","3"
"DaVita Spivey Peritoneal and Home Dialysis Center","112774","-","7444 HANNOVER PARKWAY S","STOCKBRIDGE","GA","30281","Network 6","Standardized Hospitalization Ratio","118.57","6","-","3","3"
"DaVita Spokane Valley Renal Center","502537","-","12610 E MIRABEAU PKWY SUITE 100","SPOKANE","WA","99216","Network 16","Standardized Hospitalization Ratio","122.13","6","-","5","3"
"DaVita Spring Branch Dialysis","452728","-","1425 BLALOCK STE 100","HOUSTON","TX","77055","Network 14","Standardized Hospitalization Ratio","135.37","4","-","2","3"
"DaVita Spring City Dialysis","522535","-","1260 SENTRY DR","WAUKESHA","WI","53186","Network 11","Standardized Hospitalization Ratio","130.12","5","-","4","3"
"DaVita Spring Creek Dialysis","672696","-","301 EAST AIRLINE ROAD","VICTORIA","TX","77901","Network 14","Standardized Hospitalization Ratio","219.14","0","-","2","3"
"DaVita Springdale Dialysis","042568","-","2070 MCKENZIE ROAD","SPRINGDALE","AR","72762","Network 13","Standardized Hospitalization Ratio","129.28","5","-","4","3"
"DaVita Spring Dialysis","452787","-","607 TIMBERDALE LANE, SUITE 100","HOUSTON","TX","77090","Network 14","Standardized Hospitalization Ratio","242.12","0","-","2","3"
"DaVita Springfield Central Dialysis","142586","-","600 NORTH GRAND AVE W","SPRINGFIELD","IL","62702","Network 10","Standardized Hospitalization Ratio","168.83","1","-","3","3"
"DaVita Springfield Montvale Dialysis","142590","-","2930 S MONTVALE DRIVE, STE A","SPRINGFIELD","IL","62704","Network 10","Standardized Hospitalization Ratio","236.75","0","-","3","3"
"DaVita Springfield South Dialysis","142733","-","2930 SOUTH 6TH ST.","SPRINGFIELD","IL","62703","Network 10","Standardized Hospitalization Ratio","209.21","0","-","3","3"
"DaVita Springhill Dialysis","042513","-","SPRINGHILL MEDICAL PLAZA","NORTH LITTLE ROCK","AR","72117","Network 13","Standardized Hospitalization Ratio","171.10","0","-","4","3"
"DaVita Springhurst Dialysis","182577","-","10201 CHAMPION FARMS DR","LOUISVILLE","KY","40241","Network 9","Standardized Hospitalization Ratio","77.06","10","-","4","3"
"DaVita Springs Dialysis","012693","-","218 MAIN STREET","TRUSSVILLE","AL","35173","Network 8","Standardized Hospitalization Ratio","135.08","4","-","4","3"
"DaVita Spring Street Dialysis","152666","-","1601 SPRING STREET","JEFFERSONVILLE","IN","47130","Network 9","Standardized Hospitalization Ratio","166.50","1","-","4","3"
"DaVita Spring Valley Dialysis","292547","-","3855 S JONES BLVD","LAS VEGAS","NV","89103","Network 15","Standardized Hospitalization Ratio","149.90","3","-","2","3"
"DaVita Springwoods Dialysis","672803","-","2950 FM 2920 RD","SPRING","TX","77388","Network 14","Standardized Hospitalization Ratio","120.40","6","-","2","3"
"DaVita Stamford Dialysis","072504","-","30 COMMERCE ROAD","STAMFORD","CT","06902","Network 1","Standardized Hospitalization Ratio","151.63","2","-","3","3"
"DaVita Starr Dialysis","362885","-","403 E. BROADWAY ST.","Toledo","OH","43605","Network 9","Standardized Hospitalization Ratio","147.52","4","-","3","3"
"DaVita Starrwood Dialysis","232708","-","3425 STARR RD STE B","ROYAL OAK","MI","48073","Network 11","Standardized Hospitalization Ratio","182.66","0","-","3","3"
"DaVita Starrwood HT at Home","232710","-","3425 STARR RD STE A","ROYAL OAK","MI","48073","Network 11","Standardized Hospitalization Ratio","160.94","3","-","3","3"
"DaVita State College Dialysis","392789","-","500 SCIENCE PARK ROAD, SUITE 2","State College","PA","16803","Network 4","Standardized Hospitalization Ratio","215.58","0","-","3","3"
